,Country,City,Overall_AQI_Value,Overall_AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category,Latitude,Longitude,Continent
248,Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good,-11.3669,-38.3328,South America
249,United States,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,40.2981,-111.6994,North America
250,United States,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,37.8808,-122.179,North America
251,Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,14.8693,-91.6211,North America
252,Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,7.85,3.933,Africa
253,Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good,36.7167,15.1,Europe
254,India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,22.23,73.08,Asia
255,France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good,-5.0911,-81.1064,Europe
256,Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,11.1583,124.9917,Asia
257,China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,42.9392,126.0561,Asia
258,Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,-2.9958,-47.3528,South America
259,Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,-10.6744,-77.8186,South America
260,United States,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,39.3832,-76.5519,North America
261,United States,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,29.6575,-95.1498,North America
262,United States,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,40.011,-82.7155,North America
263,Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,52.3,76.95,Asia
264,United States,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,40.9,-73.8063,North America
265,Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,19.562,-97.242,North America
266,Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,45.25,19.8667,Europe
267,Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,7.5,100.0,Asia
268,Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,13.1119,99.9458,Asia
269,India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,31.03,75.78,Asia
270,Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,31.4044,30.4164,Africa
271,Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good,39.5667,16.6333,Europe
272,Russia,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good,47.2333,39.7,Asia
273,United Kingdom,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,53.566,-2.121,Europe
274,Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,50.7169,11.3275,Europe
275,Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,50.9516,14.5571,Europe
276,Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,-11.0167,33.8667,Africa
277,Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,-12.2839,-40.4939,South America
278,Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,34.5167,135.85,Asia
279,United Kingdom,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,53.483,-2.2931,Europe
280,Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good,-12.9747,-38.4767,South America
281,Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good,41.2903,36.3336,Europe
282,Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good,-3.4328,104.2356,Asia
283,Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good,-22.1256,-51.3889,South America
284,United States,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good,30.7735,-88.1301,North America
285,Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good,53.9169,-122.7494,North America
286,Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good,-8.3833,-74.55,South America
287,Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good,38.6833,-4.1167,Europe
288,Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,31.6061,34.7717,Asia
289,Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy,-32.8667,-71.25,South America
290,India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy,24.82,84.65,Asia
291,United States,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,40.6077,-74.2807,North America
292,India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy,24.955,90.3573,Asia
293,Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good,15.083,-23.632,South America
294,Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good,49.2,7.6,Europe
295,United States,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate,40.5024,-79.7495,North America
296,Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good,40.2,16.6667,Europe
297,Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good,8.7667,-12.7875,Africa
298,United States,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good,41.695,-73.9211,North America
299,United States,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,39.3723,-76.8024,North America
300,Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good,9.9619,98.6389,Asia
301,Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good,52.6,12.3333,Europe
302,Russia,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate,55.7622,37.8567,Asia
303,United States,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate,32.9716,-96.7093,North America
304,United States,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate,37.5295,-77.4756,North America
305,Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good,-6.05,-77.1417,South America
306,France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good,45.8936,3.1125,Europe
307,Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good,41.7833,12.7667,Europe
308,France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good,44.3506,2.575,Europe
309,Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good,12.55,122.28,Asia
310,United States,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate,37.6862,-122.4685,North America
311,Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good,-9.3858,-37.9958,South America
312,Russia,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good,54.15,33.2833,Asia
313,Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good,38.3886,35.4925,Europe
314,Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,47.3907,35.0027,Europe
315,Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups,6.8167,1.7833,Africa
316,United States,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate,35.8613,-101.9642,North America
317,United States,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,36.0465,-89.3777,North America
318,United States,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good,40.2913,-74.0558,North America
319,United States,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good,29.2,-96.2723,North America
320,United States,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good,39.2774,-76.8345,North America
321,Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good,35.4492,137.4128,Asia
322,Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,45.7,9.2167,Europe
323,United Kingdom,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good,56.198,-3.178,Europe
324,United Kingdom,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good,53.443,-1.949,Europe
325,Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good,-22.4333,18.9667,Africa
326,India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,24.782,85.6943,Asia
327,Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good,39.52,-0.4114,Europe
328,Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good,-18.0128,-49.3569,South America
329,Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good,51.5167,5.0667,Europe
330,United States,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate,25.9129,-80.2013,North America
331,Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate,40.8667,20.1833,Europe
332,United States,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate,41.7374,-86.1348,North America
333,United States,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good,42.4333,-123.3317,North America
334,Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good,25.5744,-108.4706,North America
335,Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good,51.9533,14.7167,Europe
336,Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate,9.9342,13.9486,Africa
337,China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate,25.2819,110.2864,Asia
338,France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good,48.4336,-4.4008,Europe
339,United States,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate,30.4255,-86.6222,North America
340,France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good,49.0981,2.5067,Europe
341,United States,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good,33.6073,-111.7398,North America
342,United States,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate,38.6886,-104.6829,North America
343,Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy,-23.2817,-46.7425,South America
344,Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good,50.9119,13.3428,Europe
345,United States,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good,38.926,-78.1838,North America
346,Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good,48.8039,8.3194,Europe
347,Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate,31.7886,34.7053,Asia
348,Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,37.0667,14.25,Europe
349,Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good,51.7,5.9667,Europe
350,Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good,52.4,12.1667,Europe
351,Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good,6.8058,-58.1508,South America
352,Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good,50.8806,12.0833,Europe
353,United States,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good,29.0516,-95.4521,North America
354,United States,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate,30.1356,-81.7674,North America
355,Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate,13.9297,100.7375,Asia
356,Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good,52.1333,5.4333,Europe
357,United Kingdom,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good,50.8747,0.0117,Europe
358,Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good,8.633,126.0932,Asia
359,France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good,44.92,-0.24,Europe
360,Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good,49.7012,17.0762,Europe
361,Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good,51.1,3.9833,Europe
362,Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good,51.0,4.3,Europe
363,Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy,15.6167,-16.2167,Africa
364,Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good,51.4,16.2,Europe
365,Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good,51.25,22.5667,Europe
366,Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good,13.9333,121.6167,Asia
367,Lesotho,Mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups,-29.8167,27.25,Africa
368,United States,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,33.2775,-93.2261,North America
369,India,Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy,24.262,80.761,Asia
370,United States,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate,28.6295,-81.3718,North America
371,France,Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good,48.8169,2.2944,Europe
372,Benin,Malanville,34,Good,1,Good,18,Good,1,Good,34,Good,11.8667,3.3833,Africa
373,Italy,Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate,45.8,8.8833,Europe
374,Congo,Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate,-7.2947,27.4545,Africa
375,Venezuela,Maracaibo,118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups,10.6333,-71.6333,South America
376,Germany,Hagen,30,Good,0,Good,30,Good,1,Good,25,Good,51.3667,7.4833,Europe
377,France,Halluin,35,Good,0,Good,28,Good,2,Good,35,Good,50.7836,3.1256,Europe
378,Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good,53.55,10.0,Europe
379,United States,Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate,32.9302,-80.0027,North America
380,Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good,41.9333,25.9,Europe
381,Pakistan,Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous,29.613,73.1409,Asia
382,Germany,Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good,51.3992,7.1858,Europe
383,United States,Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate,40.8211,-73.2109,North America
384,United States,Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate,37.6328,-122.0766,North America
385,Finland,Heinola,33,Good,0,Good,33,Good,0,Good,5,Good,61.2,26.0333,Europe
386,Japan,Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good,34.8847,136.9934,Asia
387,Germany,Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good,49.5903,8.6564,Europe
388,China,Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy,26.8968,112.5857,Asia
389,United States,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate,40.7452,-74.0281,North America
390,Somalia,Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate,5.3514,48.5256,Africa
391,Solomon Islands,Honiara,18,Good,0,Good,18,Good,0,Good,6,Good,-9.4319,159.9556,Oceania
392,Paraguay,Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good,-23.3442,-57.0436,South America
393,Armenia,Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good,40.5,44.7667,Europe
394,China,Hsinchu,138,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups,24.8167,120.9833,Asia
395,Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good,-11.1,-77.6,South America
396,Zimbabwe,Hwange,44,Good,0,Good,17,Good,0,Good,44,Good,-18.3647,26.5,Africa
397,Japan,Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good,35.4981,140.1154,Asia
398,India,Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate,17.7189,73.3969,Asia
399,Russia,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good,55.8892,37.445,Asia
400,Ukraine,Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate,48.5078,26.486,Europe
401,Turkey,Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate,36.7167,37.1167,Europe
402,United States,Killeen,40,Good,0,Good,21,Good,1,Good,40,Good,31.0753,-97.7297,North America
403,Austria,Klosterneuburg,59,Moderate,1,Good,30,Good,3,Good,59,Moderate,48.3042,16.3167,Europe
404,Croatia,Knin,48,Good,1,Good,48,Good,0,Good,35,Good,44.0414,16.1986,Europe
405,Papua New Guinea,Kokopo,104,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,104,Unhealthy for Sensitive Groups,-4.35,152.2736,Oceania
406,Russia,Kola,30,Good,1,Good,30,Good,0,Good,10,Good,22.43,87.87,Asia
407,Russia,Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good,47.6333,43.15,Asia
408,Chad,Koumra,59,Moderate,2,Good,6,Good,0,Good,59,Moderate,8.91,17.55,Africa
409,Russia,Krasnovishersk,29,Good,1,Good,28,Good,0,Good,29,Good,60.4167,57.1,Asia
410,Russia,Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good,46.5331,48.3456,Asia
411,Germany,Kronach,36,Good,1,Good,26,Good,2,Good,36,Good,50.2411,11.3281,Europe
412,Germany,Kronberg,30,Good,0,Good,30,Good,1,Good,27,Good,50.1833,8.5,Europe
413,Russia,Kulebaki,48,Good,1,Good,33,Good,1,Good,48,Good,55.4167,42.5333,Asia
414,Japan,Kushiro,33,Good,1,Good,33,Good,0,Good,9,Good,42.9833,144.3833,Asia
415,Mexico,La Barca,37,Good,1,Good,8,Good,3,Good,37,Good,20.2833,-102.5667,North America
416,France,La Crau,60,Moderate,1,Good,30,Good,6,Good,60,Moderate,43.1497,6.0742,Europe
417,Honduras,La Entrada,55,Moderate,2,Good,5,Good,4,Good,55,Moderate,15.05,-88.7333,North America
418,United States,La Presa,58,Moderate,2,Good,14,Good,19,Good,58,Moderate,32.711,-117.0027,North America
419,Germany,Ilsede,41,Good,0,Good,28,Good,2,Good,41,Good,52.2667,10.1833,Europe
420,Brazil,Imbituba,31,Good,1,Good,15,Good,1,Good,31,Good,-28.24,-48.67,South America
421,Brazil,Imbituva,24,Good,1,Good,8,Good,0,Good,24,Good,-25.23,-50.6044,South America
422,Japan,Inagi,78,Moderate,1,Good,78,Moderate,3,Good,51,Moderate,35.6379,139.5046,Asia
423,Spain,Inca,43,Good,1,Good,43,Good,0,Good,30,Good,39.7167,2.9167,Europe
424,India,Indore,150,Unhealthy,1,Good,30,Good,0,Good,150,Unhealthy,22.7167,75.8472,Asia
425,United Kingdom,Inverurie,31,Good,1,Good,31,Good,2,Good,25,Good,57.28,-2.38,Europe
426,Japan,Ishigaki,116,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,0,Good,64,Moderate,24.3406,124.1556,Asia
427,Spain,Jaen,36,Good,1,Good,17,Good,3,Good,36,Good,15.3392,120.9069,Europe
428,Mexico,Jilotepec,95,Moderate,2,Good,9,Good,9,Good,95,Moderate,19.9519,-99.5328,North America
429,Tanzania,Kabanga,171,Unhealthy,6,Good,10,Good,3,Good,171,Unhealthy,-2.9022,30.4986,Africa
430,Finland,Kajaani,32,Good,1,Good,32,Good,0,Good,24,Good,64.2311,27.7194,Europe
431,India,Kalavai,59,Moderate,1,Good,32,Good,0,Good,59,Moderate,12.7691,79.4196,Asia
432,Russia,Kalyazin,24,Good,1,Good,24,Good,0,Good,19,Good,57.2333,37.8833,Asia
433,Ukraine,Kalynivka,78,Moderate,1,Good,36,Good,1,Good,78,Moderate,49.4472,28.5231,Europe
434,Cambodia,Kampot,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,10.6,104.1667,Asia
435,Finland,Kangasala,30,Good,1,Good,30,Good,2,Good,14,Good,61.4639,24.065,Europe
436,India,Karambakkudi,84,Moderate,1,Good,40,Good,1,Good,84,Moderate,10.4587,79.141,Asia
437,Japan,Kawaguchi,75,Moderate,1,Good,75,Moderate,1,Good,34,Good,35.8077,139.7241,Asia
438,United States,Kearns,54,Moderate,1,Good,6,Good,14,Good,54,Moderate,40.6519,-112.0095,North America
439,Belgium,Keerbergen,39,Good,1,Good,23,Good,5,Good,39,Good,51.0031,4.6311,Europe
440,United States,Kerrville,36,Good,0,Good,20,Good,1,Good,36,Good,30.0398,-99.132,North America
441,United States,Kettering,53,Moderate,1,Good,31,Good,6,Good,53,Moderate,52.3931,-0.7229,North America
442,India,Khammam,112,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,112,Unhealthy for Sensitive Groups,17.2473,80.1514,Asia
443,India,Khandwa,130,Unhealthy for Sensitive Groups,0,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups,21.82,76.35,Asia
444,Italy,Marsciano,40,Good,1,Good,40,Good,2,Good,23,Good,42.9167,12.3333,Europe
445,France,Marseille,59,Moderate,1,Good,37,Good,6,Good,59,Moderate,43.2964,5.37,Europe
446,United States,Mashpee,29,Good,1,Good,29,Good,2,Good,17,Good,41.6178,-70.4908,North America
447,Uganda,Masindi,62,Moderate,2,Good,17,Good,0,Good,62,Moderate,1.6836,31.7222,Africa
448,Chad,Massakory,65,Moderate,2,Good,23,Good,1,Good,65,Moderate,13.0,15.7333,Africa
449,Philippines,Medellin,78,Moderate,1,Good,31,Good,0,Good,78,Moderate,11.1286,123.9622,Asia
450,Cuba,Media Luna,56,Moderate,1,Good,25,Good,1,Good,56,Moderate,20.1444,-77.4361,North America
451,Colombia,Melgar,121,Unhealthy for Sensitive Groups,4,Good,7,Good,8,Good,121,Unhealthy for Sensitive Groups,4.2039,-74.6428,South America
452,Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good,-33.25,-58.0333,South America
453,United States,Merriam,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,39.0186,-94.6933,North America
454,United States,Merrill,52,Moderate,1,Good,33,Good,3,Good,52,Moderate,45.182,-89.6994,North America
455,Netherlands,Middelharnis,34,Good,0,Good,34,Good,2,Good,32,Good,51.75,4.17,Europe
456,Turkey,Midyat,72,Moderate,1,Good,42,Good,1,Good,72,Moderate,37.4167,41.3697,Europe
457,Brazil,Miguel Alves,47,Good,1,Good,7,Good,1,Good,47,Good,-4.1658,-42.895,South America
458,Uruguay,Minas,22,Good,0,Good,19,Good,0,Good,22,Good,-34.3667,-55.2333,South America
459,Brazil,Miranorte,41,Good,0,Good,11,Good,0,Good,41,Good,-9.5289,-48.59,South America
460,India,Moga,159,Unhealthy,2,Good,134,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy,30.822,75.174,Asia
461,Italy,Mogliano Veneto,89,Moderate,2,Good,33,Good,5,Good,89,Moderate,45.5619,12.2364,Europe
462,France,Montauban,32,Good,1,Good,32,Good,2,Good,32,Good,44.0181,1.3558,Europe
463,Belgium,Mortsel,40,Good,1,Good,29,Good,3,Good,40,Good,51.1667,4.4667,Europe
464,United States,Moscow,30,Good,1,Good,19,Good,4,Good,30,Good,55.7558,37.6178,North America
465,India,Mudhol,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,18.9667,77.9167,Asia
466,Mexico,Muna,59,Moderate,1,Good,21,Good,1,Good,59,Moderate,20.48,-89.72,North America
467,Mexico,Naranjos,92,Moderate,2,Good,34,Good,1,Good,92,Moderate,21.3472,-97.6833,North America
468,Romania,Nehoiu,52,Moderate,1,Good,40,Good,0,Good,52,Moderate,45.3531,26.305,Europe
469,Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good,49.35,8.15,Europe
470,United States,New Lenox,54,Moderate,2,Good,30,Good,11,Good,54,Moderate,41.5095,-87.9703,North America
471,United Kingdom,Newburn,31,Good,0,Good,31,Good,2,Good,21,Good,54.983,-1.743,Europe
472,United Kingdom,Newbury,50,Good,1,Good,22,Good,7,Good,50,Good,51.401,-1.323,Europe
473,Moldova,Nisporeni,53,Moderate,1,Good,36,Good,1,Good,53,Moderate,47.0833,28.1833,Europe
474,Japan,Nisshin,44,Good,1,Good,44,Good,1,Good,16,Good,35.132,137.0394,Asia
475,Russia,Nizhniye Sergi,37,Good,1,Good,35,Good,0,Good,37,Good,56.6667,59.3167,Asia
476,Germany,Nohfelden,54,Moderate,1,Good,30,Good,3,Good,54,Moderate,49.5867,7.1428,Europe
477,United States,Klamath Falls,40,Good,1,Good,7,Good,6,Good,40,Good,42.2195,-121.7754,North America
478,Pakistan,Kohat,101,Unhealthy for Sensitive Groups,1,Good,62,Moderate,0,Good,101,Unhealthy for Sensitive Groups,33.5833,71.4333,Asia
479,China,Korla,160,Unhealthy,1,Good,45,Good,0,Good,160,Unhealthy,41.7259,86.1746,Asia
480,Ukraine,Korostyshiv,89,Moderate,1,Good,39,Good,0,Good,89,Moderate,50.3186,29.0592,Europe
481,Guinea,Kouroussa,56,Moderate,1,Good,13,Good,0,Good,56,Moderate,10.653,-9.892,Africa
482,United States,Littleton,74,Moderate,1,Good,8,Good,13,Good,74,Moderate,39.5915,-105.0188,North America
483,Italy,Lizzano,48,Good,1,Good,48,Good,3,Good,36,Good,40.3919,17.4483,Europe
484,Bolivia,Llallagua,12,Good,0,Good,12,Good,0,Good,11,Good,-18.4167,-66.5833,South America
485,United States,Lochearn,42,Good,1,Good,28,Good,10,Good,42,Good,39.3461,-76.7307,North America
486,Finland,Lohja,27,Good,1,Good,27,Good,4,Good,19,Good,60.25,24.0667,Europe
